,Summary,Precip Type,Temp,el_power,Humidty
294,3000,1000,107.2,4950,1669.2
295,2000,1000,107.777778,5010,1902.46
296,3000,1000,108.727778,4920,2244.54
297,3000,1000,108.983333,4710,2101.38
298,2000,1000,110,4500,2282.85
299,3000,1000,110.094444,4650,2785.06
300,2000,1000,111.061111,4380,2874.56
301,2000,1000,110.138889,4260,2562.71
302,2000,1000,111.011111,4260,2783.17
303,2000,1000,110.116667,4470,2683.14
304,2000,1000,107.916667,4710,2212.39
305,2000,1000,107.333333,4890,2127.69
306,2000,1000,105.05,5250,1573.08
307,1000,1000,103.933333,5280,995.53
308,2000,1000,104.094444,5310,1051.95
309,2000,1000,103.8,5460,986.28
310,1000,1000,102.688889,5550,417.11
311,1000,1000,105.066667,5430,1450.7
312,1000,1000,102.6,5550,586.34
313,2000,1000,101.583333,5760,243.03
314,2000,1000,102.155556,5700,729.01
315,1000,1000,100.955556,5760,326.57
316,1000,1000,100.955556,5760,326.57
317,1000,1000,105.594444,5460,1812.38
318,1000,1000,109.822222,4980,2600.22
319,1000,1000,111.072222,4620,3035.12
320,2000,1000,111.055556,4440,2912.48
321,2000,1000,112.244444,4290,3116.7
322,2000,1000,112.85,4230,3225.09
323,2000,1000,112.888889,4140,3166.03
324,2000,1000,112.916667,4200,3218.83
325,2000,1000,113.888889,4380,3609.44
326,2000,1000,113.022222,4440,3430.57
327,1000,1000,112.383333,4470,3284.31
328,1000,1000,110.205556,4710,2852.04
329,1000,1000,109.144444,4860,2484.7
330,1000,1000,107.827778,5040,2082.48
331,1000,1000,107.733333,4950,2115.46
332,1000,1000,107.144444,5070,1997.95
333,1000,1000,106.016667,5220,1672.49
334,1000,1000,105.461111,5280,1494.17
335,2000,1000,108.244444,5160,2178.84
336,1000,1000,103.838889,5460,977.28
337,1000,1000,102.244444,5730,763.07
338,1000,1000,102.022222,5790,386.48
339,1000,1000,102.172222,5760,223.09
340,1000,1000,103.661111,5670,769.09
341,1000,1000,106.111111,5370,1553.27
342,2000,1000,110.005556,4980,2956.44
343,1000,1000,112.244444,4560,3312.86
344,1000,1000,112.938889,4500,3454.68
345,2000,1000,113.983333,4500,3733.55
346,2000,1000,115.094444,4320,3869.01
347,2000,1000,116.25,4290,4136.28
348,3000,1000,117.266667,4230,4333.59
349,3000,1000,117.288889,4140,4246.84
350,4000,1000,117.388889,4110,4240.45
351,3000,1000,117.288889,4140,4246.84
352,2000,1000,115.088889,4320,3867.58
353,2000,1000,111.711111,4740,3293.63
354,2000,1000,111.161111,4830,3198.55
355,2000,1000,110.027778,5040,2998.71
356,2000,1000,110.138889,4950,2977.79
357,2000,1000,110.422222,4860,3005.35
358,2000,1000,109.911111,4980,2582.17
359,3000,1000,111.183333,5400,3583.14
360,2000,1000,107.155556,5370,1943.58
361,2000,1000,106.111111,5460,1770.08
362,2000,1000,106.788889,5490,1801.52
363,3000,1000,107.261111,5550,2044.4
364,3000,1000,107.8,5490,2170.7
365,3000,1000,109.872222,5340,2820.76
366,3000,1000,112.222222,5160,3741.96
367,3000,1000,115.094444,4830,4325.77
368,3000,1000,117.355556,4560,4695.72
369,3000,1000,119.005556,4380,4939.16
370,3000,1000,120.044444,4200,4995.08
371,3000,1000,121.05,4200,5245.66
372,3000,1000,121.183333,4110,5165.77
373,3000,1000,120.116667,4200,5013.07
374,3000,1000,120.216667,4080,4894.05
375,3000,1000,120,4290,5090.8
376,3000,1000,117.8,4500,4752.6
377,3000,1000,116.061111,4590,4374.08
378,3000,1000,115.022222,4650,4144.63
379,4000,1000,114.422222,4740,4056.11
380,4000,1000,114.255556,4770,4034.61
381,4000,1000,113.772222,4800,3922.33
382,4000,1000,113.283333,4890,3854.03
383,4000,1000,108.633333,5610,2346.66
384,4000,1000,111.25,5490,3664.58
385,4000,1000,111.183333,5670,3762.3
386,4000,1000,110.694444,5850,3712.04
387,3000,1000,111.111111,5790,3817.11
388,3000,1000,111.111111,5790,3817.11
389,2000,1000,112.166667,5460,3941.51
390,2000,1000,112.755556,5370,4064.18
391,2000,1000,113.838889,5520,4532.51
392,2000,1000,116.183333,5190,4983.5
393,3000,1000,117.516667,5010,5207
394,3000,1000,117.383333,5010,5167.37
395,3000,1000,117.361111,5130,5284.38
396,3000,1000,117.205556,5220,5328.9
397,3000,1000,115.633333,5430,5036.75
398,4000,1000,113.577778,5700,4592
399,5000,1000,110.911111,5580,3612.45
400,5000,1000,108.8,5970,2496.27
401,4000,1000,108.961111,5790,2531.7
402,4000,1000,108.2,5880,2233.8
403,4000,1000,107.688889,5880,1990.55
404,4000,1000,107.766667,5880,2165.96
405,5000,1000,108.2,5880,2315.21
406,5000,1000,108.177778,5790,2155.71
407,3000,1000,107.311111,5460,2185.83
408,4000,1000,107.644444,5790,2178.62
409,4000,1000,106.622222,5790,1586.96
410,4000,1000,106.683333,5790,1701.48
411,4000,1000,106.088889,5790,1329.31
412,4000,1000,106.066667,5790,1322.63
413,3000,1000,106.144444,5790,1312.13
414,3000,1000,107.133333,5400,1573.52
415,4000,1000,107.205556,5580,1728.05
416,3000,1000,107.566667,5520,1819.56
417,3000,1000,108.9,5310,2215.05
418,3000,1000,109.961111,5130,2527.2
419,3000,1000,109.888889,5130,2501.83
420,3000,1000,111.066667,5130,3368.47
421,4000,1000,110.116667,5280,3169.35
422,4000,1000,111.038889,4980,3261.77
423,4000,1000,110.65,5100,3222.69
424,4000,1000,110.05,5100,3041.13
425,3000,1000,109.9,4980,2602.69
426,4000,1000,108.794444,5130,2375.86
427,3000,1000,107.827778,5160,2025.76
428,4000,1000,107.855556,5160,2139.72
429,3000,1000,107.316667,5250,2106.95
430,4000,1000,107.244444,5250,2063.69
431,2000,1000,105.438889,5640,1820.07
432,4000,1000,107.2,5280,1840.52
433,4000,1000,106.688889,5100,1490.3
434,4000,1000,106.211111,5190,1371.19
435,4000,1000,106.111111,5280,1395.84
436,4000,1000,106.111111,5280,1339.27
437,4000,1000,106.172222,5280,1424.55
438,4000,1000,107.222222,5130,1682.54
439,4000,1000,107.288889,5190,1775.79
440,4000,1000,107.405556,5160,1870.98
441,4000,1000,107.961111,5100,2123.24
442,4000,1000,108.033333,5100,2362.8
443,4000,1000,109.077778,4950,2666.14
444,4000,1000,109.05,4860,2609.66
445,4000,1000,109.05,4950,2657.99
446,4000,1000,109.183333,4950,2697.14
447,4000,1000,109.072222,5100,2500.65
448,4000,1000,107.983333,5250,2304.23
449,4000,1000,108.072222,5250,2259.24
450,4000,1000,107.894444,5460,2271.32
451,4000,1000,107.311111,5490,1973.44
452,3000,1000,107.338889,5520,2050.64
453,3000,1000,106.622222,5550,1767.24
454,2000,1000,106.066667,5640,1585.82
455,2000,1000,108.338889,5640,2790.53
456,3000,1000,105.183333,5730,1579.96
457,3000,1000,103.722222,5820,1085.84
458,3000,1000,104.855556,5790,1470.54
459,5000,1000,105.211111,5760,1780.95
460,4000,1000,106.255556,5760,1861.64
461,3000,1000,107.794444,5610,2305.06
462,3000,1000,110.05,5280,3148.46
463,3000,1000,112.2,4980,3604.86
464,3000,1000,112.7,4890,3684.78
465,2000,1000,113.933333,4740,3918.61
466,2000,1000,115.094444,4770,4272.03
467,3000,1000,115.15,4500,4045.05
468,2000,1000,116.177778,4320,4146.69
469,2000,1000,116.25,4650,4483.38
470,2000,1000,116.294444,4500,4350.62
471,2000,1000,116.1,4680,4470.65
472,2000,1000,112.955556,5040,3874.23
473,3000,1000,113.85,4920,4043.09
474,3000,1000,112.777778,5070,3843.81
475,3000,1000,112.15,5160,3719.84
476,3000,1000,110.677778,5430,3440.17
477,3000,1000,110.444444,5490,3402.17
478,3000,1000,109.822222,5400,3090.08
479,3000,1000,111.027778,5220,3415.52
480,3000,1000,107.138889,5790,2452.49
481,3000,1000,107.622222,5670,2231.59
482,3000,1000,107.627778,5580,2357.11
483,3000,1000,107.044444,5580,1969.93
484,2000,1000,108.6,5520,2561.02
485,2000,1000,109.65,5520,2789.38
486,2000,1000,112.105556,5160,3706.24
487,2000,1000,112.777778,5130,3889.3
488,2000,1000,113.811111,4950,4056.32
489,2000,1000,116.016667,4440,4219.43
490,2000,1000,117.127778,4410,4481.65
491,2000,1000,117.144444,4290,4363.95
492,3000,1000,117.777778,4200,4430.22
493,3000,1000,117.777778,4110,4335.29
494,3000,1000,117.805556,4290,4532.23
495,3000,1000,116.155556,4560,4371.05
496,3000,1000,114.05,4890,4076.47
497,3000,1000,113.088889,5010,3890.8
498,3000,1000,112.288889,5160,3762.37
499,4000,1000,112.777778,4980,3775.58
500,4000,1000,112.727778,5010,3783.46
501,4000,1000,112.266667,5070,3690.06
502,4000,1000,111.711111,5130,3564.63
503,2000,1000,110.827778,5580,3584.86
504,4000,1000,112.2,4770,3452.84
505,4000,1000,112.2,4800,3474.56
506,4000,1000,111.688889,5040,3495.45
507,4000,1000,111.205556,5310,3530.42
508,3000,1000,111.133333,5310,3507.67
509,3000,1000,111.438889,5310,3603.94
510,3000,1000,113.033333,5430,4199.08
511,3000,1000,117.244444,4860,4972.61
512,3000,1000,117.738889,4590,4831.01
513,4000,1000,117.844444,4680,4955.05
514,3000,1000,118.861111,4680,5237.35
515,4000,1000,118.666667,4680,5183.36
516,4000,1000,117.822222,4680,4948.87
517,4000,1000,117.8,4770,5037.76
518,3000,1000,117.35,4710,4848.63
519,3000,1000,116.066667,5010,4775.98
520,3000,1000,114.933333,5190,4598.57
521,3000,1000,113.922222,5340,4411.12
522,3000,1000,112.755556,5520,4177.7
523,3000,1000,112.755556,5520,4177.7
524,3000,1000,112.372222,5580,4096.2
525,3000,1000,111.183333,5790,3841.92
526,3000,1000,111.666667,5700,3945.67
527,2000,1000,108.977778,5850,2836.58
528,3000,1000,110.577778,5790,3633.89
529,3000,1000,110.533333,5670,3543.62
530,3000,1000,110.588889,5610,3524.62
531,3000,1000,109.983333,5670,3240.85
532,3000,1000,111.022222,5580,3649.24
533,2000,1000,113.538889,5250,4217.36
534,2000,1000,113.888889,5040,4153.33
535,2000,1000,115,5010,4458.9
536,2000,1000,117.183333,4710,4802.05
537,3000,1000,116.2,4860,4671.43
538,3000,1000,117.75,4680,4928.82
539,3000,1000,118.405556,4620,5045.33
540,2000,1000,117.822222,4770,5044.05
541,2000,1000,117.311111,4710,4837.76
542,2000,1000,117.505556,4650,4829.78
543,3000,1000,117.266667,4620,4733.14
544,3000,1000,115.138889,4830,4338.5
545,3000,1000,113.25,5070,3985.86
546,2000,1000,112.294444,5160,3764.07
547,2000,1000,110.7,5370,3409.23
548,2000,1000,109.855556,5550,3168.6
549,2000,1000,109.522222,5640,2908.58
550,2000,1000,108.405556,5760,2872.68
551,3000,1000,113.011111,5460,4215.08
552,2000,1000,107.733333,5880,2698.01
553,2000,1000,106.138889,5880,2141.74
554,2000,1000,106.472222,5850,2246.51
555,5000,1000,106.627778,5880,2312.3
556,1000,1000,108.688889,5790,2984.98
557,2000,1000,111.994444,5430,3864.37
558,2000,1000,113.766667,5340,4361.83
559,2000,1000,115.088889,5310,4753.91
560,2000,1000,116.455556,5040,4920.87
561,2000,1000,117.311111,4860,4991.83
562,2000,1000,117.872222,4920,5217.26
563,2000,1000,119.038889,4410,4981.72
564,2000,1000,118.977778,4530,5100.85
565,2000,1000,119.005556,4650,5243.63
566,3000,1000,119.011111,4590,5177.49
567,3000,1000,117.866667,4920,5215.64
568,3000,1000,117.266667,4860,4979.02
569,3000,1000,116.188889,4830,4639.41
570,3000,1000,114.883333,5160,4556.68
571,3000,1000,114.327778,5250,4463.1
572,4000,1000,114.511111,5250,4520.21
573,4000,1000,114.372222,5250,4476.95
574,4000,1000,114.877778,5160,4554.98
575,5000,1000,110.405556,5760,3556.2
576,4000,1000,112.822222,5490,4176.71
577,4000,1000,112.8,5550,4215.04
578,4000,1000,112.827778,5580,4247.02
579,4000,1000,112.266667,5550,4039.41
580,4000,1000,112.266667,5550,4039.41
581,3000,1000,112.183333,5460,3946.91
582,4000,1000,112.172222,5400,3899.98
583,4000,1000,112.711111,5490,4140.52
584,3000,1000,115.605556,5340,4944.46
585,3000,1000,116.022222,5340,5076.48
586,3000,1000,117.2,5010,5112.87
587,4000,1000,117.216667,5130,5240.41
588,3000,1000,117.827778,5070,5362.95
589,3000,1000,117.827778,5070,5362.95
590,2000,1000,117.733333,5070,5334.54
591,3000,1000,116.272222,5130,4952.94
592,4000,1000,113.166667,5790,4523.28
593,4000,1000,113.255556,5790,4553.81
594,4000,1000,113.011111,5790,4469.84
595,3000,1000,112.455556,5730,4234.64
596,3000,1000,112.488889,5700,4223.74
597,2000,1000,111.827778,5760,4042.26
598,5000,1000,110.761111,5730,3658.56
599,3000,1000,112.155556,5850,4219.19
600,5000,1000,109.672222,5820,3256.56
601,5000,1000,108.15,5820,2641.7
602,5000,1000,110.2,5850,3540.42
603,5000,1000,110.116667,5970,3583.53
604,5000,1000,110.161111,5970,3599.27
605,5000,1000,111.244444,5940,3962.99
606,5000,1000,112.244444,5970,4337.23
607,4000,1000,113.911111,5760,4754.26
608,2000,1000,115.616667,5460,5059.18
609,2000,1000,115.072222,5580,4990.11
610,2000,1000,115.072222,5460,4882.8
611,4000,1000,114.266667,5610,4748.8
612,3000,1000,116.016667,5430,5160.25
613,4000,1000,115.027778,5580,4975.4
614,4000,1000,113.944444,5670,4691.19
615,4000,1000,112.916667,5850,4483.37
616,4000,1000,112.894444,5850,4475.66
617,4000,1000,112.4,5940,4370.26
618,1000,1000,112.266667,5970,4345.1
619,3000,1000,112.222222,5880,4264.09
620,3000,1000,111.25,5880,3924.9
621,3000,1000,111.527778,5880,4021.81
622,5000,1000,111.538889,5880,4025.69
623,5000,1000,109.438889,5880,3190.31
624,4000,1000,111.438889,5880,3990.8
625,4000,1000,111.394444,5880,3975.29
626,4000,1000,111.527778,5880,4021.81
627,5000,1000,111.95,5790,4105.3
628,5000,1000,111.972222,6000,4262.11
629,5000,1000,112.633333,5880,4407.52
630,4000,1000,112.755556,5880,4450.16
631,4000,1000,113.844444,5700,4682.19
632,4000,1000,113.172222,5820,4548.63
633,3000,1000,115.066667,5580,4988.27
634,2000,1000,117.244444,5250,5371.64
635,2000,1000,116.316667,5280,5111.69
636,2000,1000,117.383333,5220,5383.97
637,3000,1000,115.272222,5280,4784.48
638,2000,1000,117.455556,5160,5344.19
639,2000,1000,116.222222,5310,5110.97
640,2000,1000,115.083333,5460,4886.4
641,2000,1000,113.994444,5640,4683.1
642,2000,1000,112.172222,5760,4159.98
643,5000,1000,111.088889,5850,3848.95
644,5000,1000,111.094444,5850,3850.88
645,5000,1000,109.883333,5880,3448.1
646,1000,1000,109.355556,5880,3137.98
647,1000,1000,109.861111,5880,3440.34
648,5000,1000,108.272222,5970,2930.19
649,5000,1000,108.866667,5880,3093.4
650,5000,1000,108.816667,5880,3075.96
651,5000,1000,107.155556,6000,2547.38
652,5000,1000,108.85,5970,3134.85
653,5000,1000,111.177778,5790,3840.01
654,3000,1000,112.388889,5940,4366.34
655,3000,1000,114.144444,5640,4733.3
656,2000,1000,117.1,5160,5235.34
657,2000,1000,118.938889,4920,5528.64
658,2000,1000,117.916667,5040,5357.8
659,2000,1000,119.983333,4590,5442.26
660,2000,1000,120.072222,4860,5788.03
661,2000,1000,120.072222,4680,5573.65
662,2000,1000,120.083333,4740,5648.24
663,2000,1000,119.088889,4890,5538.45
664,2000,1000,117.45,4860,5031.88
665,2000,1000,115.566667,5220,4821.31
666,1000,1000,112.494444,5730,4247.86
667,1000,1000,112.244444,5670,4119.28
668,1000,1000,111.416667,5760,3901.76
669,1000,1000,110.555556,5850,3663.83
